Original Molecule,Similar Molecules Above Threshold
CHEMBL1254479,CHEMBL188084:0.603448275862069; CHEMBL193260:0.603448275862069; CHEMBL190068:0.603448275862069; CHEMBL193164:0.603448275862069; CHEMBL389484:0.603448275862069; CHEMBL426364:0.7009345794392523; CHEMBL229715:0.845360824742268; CHEMBL425664:0.6636363636363637; CHEMBL439013:0.6; CHEMBL229610:0.6086956521739131; CHEMBL229931:0.6330275229357798; CHEMBL425669:0.6272727272727273; CHEMBL229877:0.7653061224489796; CHEMBL389518:0.7395833333333334; CHEMBL229823:0.7254901960784313; CHEMBL229822:0.7938144329896907; CHEMBL229769:1.0; CHEMBL387962:0.7755102040816326; CHEMBL229768:0.8085106382978723; CHEMBL229767:0.7777777777777778; CHEMBL426369:0.8041237113402062; CHEMBL387961:0.76; CHEMBL229716:0.7238095238095238; CHEMBL229172:0.6071428571428571; CHEMBL229171:0.6396396396396397; CHEMBL374843:0.6944444444444444; CHEMBL229112:0.7452830188679245; CHEMBL375520:0.7452830188679245; CHEMBL229988:0.6880733944954128; CHEMBL229926:0.6576576576576577; CHEMBL229925:0.6576576576576577; CHEMBL229930:0.7281553398058253; CHEMBL229230:0.6160714285714286; CHEMBL375466:0.6; CHEMBL229178:0.6; CHEMBL229177:0.6272727272727273; CHEMBL1253876:0.7009345794392523; CHEMBL1253961:0.603448275862069; CHEMBL1254147:0.845360824742268; CHEMBL1254240:0.7238095238095238; CHEMBL1254241:0.76; CHEMBL1254326:0.8041237113402062; CHEMBL1254327:0.7777777777777778; CHEMBL1254398:0.8085106382978723; CHEMBL1254399:0.7755102040816326; CHEMBL1254480:0.7938144329896907; CHEMBL1254714:0.6052631578947368; CHEMBL1254798:0.7653061224489796; CHEMBL1254885:0.7281553398058253; CHEMBL1254886:0.6330275229357798; CHEMBL1253877:0.6; CHEMBL1254056:0.6; CHEMBL1254148:0.6160714285714286; CHEMBL1254149:0.6880733944954128; CHEMBL1254242:0.7452830188679245; CHEMBL1254243:0.7452830188679245; CHEMBL1254328:0.6944444444444444; CHEMBL1254329:0.7254901960784313; CHEMBL1254401:0.6396396396396397; CHEMBL1254973:0.6576576576576577; CHEMBL1255057:0.6576576576576577; CHEMBL1254564:0.6140350877192983; CHEMBL1254636:0.603448275862069
CHEMBL1254329,CHEMBL229715:0.7378640776699029; CHEMBL229823:1.0; CHEMBL229822:0.74; CHEMBL229769:0.7254901960784313; CHEMBL387962:0.7755102040816326; CHEMBL229768:0.7708333333333334; CHEMBL229767:0.76; CHEMBL426369:0.7326732673267327; CHEMBL387961:0.7425742574257426; CHEMBL229716:0.6915887850467289; CHEMBL425654:0.6785714285714286; CHEMBL441726:0.7281553398058253; CHEMBL374844:0.7878787878787878; CHEMBL229172:0.8181818181818182; CHEMBL229171:0.8762886597938144; CHEMBL229113:0.8181818181818182; CHEMBL374843:0.6194690265486725; CHEMBL229112:0.6517857142857143; CHEMBL375520:0.6517857142857143; CHEMBL229988:0.6140350877192983; CHEMBL1254147:0.7378640776699029; CHEMBL1254240:0.6915887850467289; CHEMBL1254241:0.7425742574257426; CHEMBL1254326:0.7326732673267327; CHEMBL1254327:0.76; CHEMBL1254398:0.7708333333333334; CHEMBL1254399:0.7755102040816326; CHEMBL1254479:0.7254901960784313; CHEMBL1254480:0.74; CHEMBL1254149:0.6140350877192983; CHEMBL1254242:0.6517857142857143; CHEMBL1254243:0.6517857142857143; CHEMBL1254328:0.6194690265486725; CHEMBL1254400:0.8181818181818182; CHEMBL1254401:0.8762886597938144; CHEMBL1254481:0.7878787878787878; CHEMBL1254482:0.7281553398058253; CHEMBL1254563:0.6785714285714286
CHEMBL1254799,CHEMBL188084:0.6440677966101694; CHEMBL193260:0.6440677966101694; CHEMBL190068:0.6440677966101694; CHEMBL193164:0.6440677966101694; CHEMBL216820:0.6470588235294118; CHEMBL229715:0.6696428571428571; CHEMBL425664:0.646551724137931; CHEMBL439013:0.6551724137931034; CHEMBL229665:0.6440677966101694; CHEMBL229610:0.6495726495726496; CHEMBL229664:0.6260162601626016; CHEMBL389274:0.6416666666666667; CHEMBL387502:0.6229508196721312; CHEMBL229609:0.6229508196721312; CHEMBL426366:0.6290322580645161; CHEMBL387501:0.652542372881356; CHEMBL229223:0.6178861788617886; CHEMBL374843:0.646551724137931; CHEMBL229112:0.635593220338983; CHEMBL375520:0.635593220338983; CHEMBL229988:0.6410256410256411; CHEMBL229285:0.7946428571428571; CHEMBL229164:0.6982758620689655; CHEMBL389059:0.680672268907563; CHEMBL229980:0.7241379310344828; CHEMBL389058:0.646551724137931; CHEMBL229979:0.6694915254237288; CHEMBL229926:0.6991150442477876; CHEMBL229925:0.6991150442477876; CHEMBL229871:0.822429906542056; CHEMBL229870:1.0; CHEMBL229339:0.7068965517241379; CHEMBL388723:0.6333333333333333; CHEMBL229290:0.6386554621848739; CHEMBL1254147:0.6696428571428571; CHEMBL1254560:0.6446280991735537; CHEMBL1254561:0.6229508196721312; CHEMBL1254634:0.6229508196721312; CHEMBL1253196:0.6416666666666667; CHEMBL1254713:0.628099173553719; CHEMBL1254714:0.646551724137931; CHEMBL1254797:0.6440677966101694; CHEMBL1254149:0.6410256410256411; CHEMBL1254242:0.635593220338983; CHEMBL1254243:0.635593220338983; CHEMBL1254328:0.646551724137931; CHEMBL1254562:0.6178861788617886; CHEMBL1254635:0.7946428571428571; CHEMBL1254715:0.7068965517241379; CHEMBL1254887:0.822429906542056; CHEMBL1254973:0.6991150442477876; CHEMBL1255057:0.6991150442477876; CHEMBL1253796:0.6694915254237288; CHEMBL1253878:0.646551724137931; CHEMBL2021397:0.7241379310344828; CHEMBL1254057:0.680672268907563; CHEMBL1254150:0.6333333333333333; CHEMBL1254564:0.6410256410256411; CHEMBL1254636:0.6302521008403361
CHEMBL1254973,CHEMBL426364:0.6239316239316239; CHEMBL229769:0.6576576576576577; CHEMBL229285:0.6341463414634146; CHEMBL229164:0.628099173553719; CHEMBL389059:0.6260162601626016; CHEMBL229980:0.6949152542372882; CHEMBL228289:0.6864406779661016; CHEMBL389058:0.819047619047619; CHEMBL229979:0.8411214953271028; CHEMBL229926:0.8823529411764706; CHEMBL229925:1.0; CHEMBL229871:0.8571428571428571; CHEMBL229870:0.6991150442477876; CHEMBL229339:0.6638655462184874; CHEMBL388723:0.6470588235294118; CHEMBL229290:0.652542372881356; CHEMBL1253876:0.6239316239316239; CHEMBL1254479:0.6576576576576577; CHEMBL1254635:0.6341463414634146; CHEMBL1254715:0.6638655462184874; CHEMBL1254799:0.6991150442477876; CHEMBL1254887:0.8571428571428571; CHEMBL1255057:0.8823529411764706; CHEMBL1253796:0.8411214953271028; CHEMBL1253878:0.819047619047619; CHEMBL1253630:0.6864406779661016; CHEMBL2021397:0.6949152542372882; CHEMBL1254057:0.6260162601626016; CHEMBL1254150:0.6470588235294118
CHEMBL1255057,CHEMBL426364:0.6239316239316239; CHEMBL229769:0.6576576576576577; CHEMBL229285:0.6341463414634146; CHEMBL229164:0.6016260162601627; CHEMBL389059:0.6; CHEMBL229980:0.639344262295082; CHEMBL228289:0.6048387096774194; CHEMBL389058:0.7207207207207207; CHEMBL229979:0.7433628318584071; CHEMBL229926:1.0; CHEMBL229925:0.8823529411764706; CHEMBL229871:0.7567567567567568; CHEMBL229870:0.6991150442477876; CHEMBL229339:0.6638655462184874; CHEMBL1253876:0.6239316239316239; CHEMBL1254479:0.6576576576576577; CHEMBL1254635:0.6341463414634146; CHEMBL1254715:0.6638655462184874; CHEMBL1254799:0.6991150442477876; CHEMBL1254887:0.7567567567567568; CHEMBL1254973:0.8823529411764706; CHEMBL1253796:0.7433628318584071; CHEMBL1253878:0.7207207207207207; CHEMBL1253630:0.6048387096774194; CHEMBL2021397:0.639344262295082; CHEMBL1254057:0.6
CHEMBL1254150,CHEMBL229980:0.6190476190476191; CHEMBL229979:0.6209677419354839; CHEMBL229925:0.6470588235294118; CHEMBL229871:0.7610619469026548; CHEMBL229870:0.6333333333333333; CHEMBL229291:0.7589285714285714; CHEMBL437544:0.6333333333333333; CHEMBL388723:1.0; CHEMBL229290:0.8425925925925926; CHEMBL229230:0.6782608695652174; CHEMBL1254148:0.6782608695652174; CHEMBL1254799:0.6333333333333333; CHEMBL1254887:0.7610619469026548; CHEMBL1254973:0.6470588235294118; CHEMBL1253796:0.6209677419354839; CHEMBL2021397:0.6190476190476191; CHEMBL1254244:0.7589285714285714
CHEMBL1254402,CHEMBL441886:0.616822429906542; CHEMBL229512:0.6055045871559633; CHEMBL388524:0.6074766355140186; CHEMBL229462:0.6132075471698113; CHEMBL229461:0.6226415094339622; CHEMBL390290:0.6285714285714286; CHEMBL229408:0.6470588235294118; CHEMBL229406:0.6213592233009708; CHEMBL229350:0.6213592233009708; CHEMBL390288:0.6095238095238096; CHEMBL229348:0.6213592233009708; CHEMBL1254403:0.8085106382978723
CHEMBL1254636,CHEMBL188084:0.6610169491525424; CHEMBL193260:0.6610169491525424; CHEMBL190068:0.6610169491525424; CHEMBL193164:0.6610169491525424; CHEMBL216820:0.6638655462184874; CHEMBL229715:0.7181818181818181; CHEMBL425664:0.6929824561403509; CHEMBL439013:0.7017543859649122; CHEMBL229665:0.6610169491525424; CHEMBL229610:0.6666666666666666; CHEMBL229664:0.6557377049180327; CHEMBL389274:0.6722689075630253; CHEMBL387502:0.6666666666666666; CHEMBL229609:0.6666666666666666; CHEMBL426366:0.632; CHEMBL387501:0.6837606837606838; CHEMBL229769:0.603448275862069; CHEMBL229223:0.6475409836065574; CHEMBL374843:0.6929824561403509; CHEMBL229112:0.6810344827586207; CHEMBL375520:0.6810344827586207; CHEMBL229988:0.6869565217391305; CHEMBL229164:0.6178861788617886; CHEMBL389059:0.6031746031746031; CHEMBL229980:0.6031746031746031; CHEMBL229871:0.6147540983606558; CHEMBL229870:0.6302521008403361; CHEMBL1254147:0.7181818181818181; CHEMBL1254479:0.603448275862069; CHEMBL1254560:0.6611570247933884; CHEMBL1254561:0.6666666666666666; CHEMBL1254634:0.6666666666666666; CHEMBL1253196:0.6583333333333333; CHEMBL1254713:0.6583333333333333; CHEMBL1254714:0.6782608695652174; CHEMBL1254797:0.6610169491525424; CHEMBL1254149:0.6869565217391305; CHEMBL1254242:0.6810344827586207; CHEMBL1254243:0.6810344827586207; CHEMBL1254328:0.6929824561403509; CHEMBL1254562:0.6475409836065574; CHEMBL1254799:0.6302521008403361; CHEMBL1254887:0.6147540983606558; CHEMBL2021397:0.6031746031746031; CHEMBL1254057:0.6031746031746031; CHEMBL1254564:0.9595959595959596
CHEMBL1290041,CHEMBL1289717:0.75; CHEMBL1289718:0.6105263157894737; CHEMBL1289823:0.6966292134831461; CHEMBL1289824:0.7831325301204819; CHEMBL1289940:0.7951807228915663; CHEMBL1289941:0.7738095238095238; CHEMBL1290042:0.7727272727272727; CHEMBL1290150:0.6041666666666666; CHEMBL1290151:0.6914893617021277; CHEMBL1287838:0.6989247311827957; CHEMBL1290484:0.6082474226804123; CHEMBL1290593:0.6666666666666666; CHEMBL1290712:0.6082474226804123; CHEMBL1290713:0.6774193548387096; CHEMBL1289044:0.6276595744680851
CHEMBL1290150,CHEMBL1289717:0.6373626373626373; CHEMBL1289718:0.6666666666666666; CHEMBL1289823:0.6105263157894737; CHEMBL1289824:0.6304347826086957; CHEMBL1289940:0.6236559139784946; CHEMBL1289941:0.6966292134831461; CHEMBL1290041:0.6041666666666666; CHEMBL1290151:0.7692307692307693; CHEMBL1290261:0.7692307692307693; CHEMBL1290262:0.7419354838709677; CHEMBL1290378:0.6176470588235294; CHEMBL1290379:0.6494845360824743; CHEMBL1287838:0.6494845360824743; CHEMBL1290484:0.7752808988764045; CHEMBL1289044:0.6666666666666666; CHEMBL1290493:0.6057692307692307
CHEMBL1290594,CHEMBL1289717:0.6382978723404256; CHEMBL1289718:0.6; CHEMBL1289823:0.6122448979591837; CHEMBL1290593:0.62; CHEMBL1290712:0.6138613861386139
CHEMBL1289829,CHEMBL1290045:0.6129032258064516; CHEMBL1289723:0.7590361445783133; CHEMBL1289722:0.75; CHEMBL1289619:0.7777777777777778; CHEMBL1289051:0.7261904761904762; CHEMBL3665339:0.6741573033707865
CHEMBL1289512,CHEMBL1289620:0.6263736263736264; CHEMBL1289511:0.797752808988764; CHEMBL1289396:0.8023255813953488; CHEMBL1290490:0.6526315789473685; CHEMBL3665350:0.6210526315789474; CHEMBL3665404:0.6808510638297872; CHEMBL3665409:0.6262626262626263
CHEMBL1289279,CHEMBL1289946:0.7362637362637363; CHEMBL1289278:0.6666666666666666; CHEMBL1289166:0.648936170212766; CHEMBL1290720:0.6966292134831461; CHEMBL1290601:0.6021505376344086; CHEMBL1290491:0.6153846153846154
CHEMBL1289051,CHEMBL1289829:0.7261904761904762; CHEMBL1289166:0.6086956521739131; CHEMBL1290720:0.7560975609756098; CHEMBL1290719:0.7469879518072289; CHEMBL1290601:0.775; CHEMBL1290491:0.75; CHEMBL3665333:0.6195652173913043; CHEMBL3665339:0.8271604938271605
CHEMBL1289282,CHEMBL1289283:0.7191011235955056; CHEMBL1289170:0.7738095238095238; CHEMBL1289399:0.8433734939759037; CHEMBL1289400:0.7032967032967034; CHEMBL1289515:0.6597938144329897; CHEMBL1289516:0.6565656565656566; CHEMBL1289623:0.6122448979591837; CHEMBL1289624:0.6060606060606061; CHEMBL1289169:0.64; CHEMBL1289054:0.6310679611650486; CHEMBL1289053:0.6421052631578947; CHEMBL1289726:0.6702127659574468; CHEMBL1289727:0.6956521739130435; CHEMBL1289833:0.64; CHEMBL1289834:0.6881720430107527
CHEMBL1289399,CHEMBL1289283:0.6956521739130435; CHEMBL1289170:0.8095238095238095; CHEMBL1289282:0.8433734939759037; CHEMBL1289400:0.6808510638297872; CHEMBL1289515:0.64; CHEMBL1289516:0.6372549019607843; CHEMBL1289169:0.6213592233009708; CHEMBL1289054:0.6132075471698113; CHEMBL1289053:0.6224489795918368; CHEMBL1289726:0.6494845360824743; CHEMBL1289727:0.6736842105263158; CHEMBL1289833:0.6213592233009708; CHEMBL1289834:0.6666666666666666
CHEMBL3616496,CHEMBL3618348:0.6415094339622641; CHEMBL3618347:0.7156862745098039; CHEMBL3618346:0.6938775510204082; CHEMBL3618344:0.797979797979798; CHEMBL3618340:0.7425742574257426
CHEMBL3618331,CHEMBL3618335:0.7804878048780488; CHEMBL3618334:0.7333333333333333; CHEMBL3618333:0.6153846153846154; CHEMBL3618332:0.825; CHEMBL3618330:0.7045454545454546
CHEMBL3675282,CHEMBL3675277:0.6; CHEMBL3675281:0.7087378640776699; CHEMBL3675289:0.6106194690265486; CHEMBL3675301:0.7075471698113207; CHEMBL3675302:0.6972477064220184; CHEMBL3675303:0.6339285714285714; CHEMBL3675304:0.6260869565217392; CHEMBL3675307:0.90625; CHEMBL3675309:0.6160714285714286; CHEMBL3675312:0.625; CHEMBL3680172:0.6605504587155964; CHEMBL3665323:0.6111111111111112; CHEMBL3665326:0.6090909090909091; CHEMBL3665366:0.6306306306306306; CHEMBL3665375:0.6761904761904762; CHEMBL3665377:0.75; CHEMBL3665378:0.6481481481481481; CHEMBL3673557:0.6
CHEMBL3675286,CHEMBL3675281:0.6074766355140186; CHEMBL3675299:0.8913043478260869; CHEMBL3675309:0.7184466019417476; CHEMBL3675311:0.6981132075471698
CHEMBL3675293,CHEMBL3675287:0.6792452830188679; CHEMBL3675288:0.7247706422018348; CHEMBL3675289:0.6228070175438597; CHEMBL3675290:0.8969072164948454; CHEMBL3675291:0.7; CHEMBL3675292:0.7647058823529411; CHEMBL3675303:0.603448275862069
CHEMBL3675297,CHEMBL3675296:0.7422680412371134
CHEMBL3675301,CHEMBL3675281:0.7524752475247525; CHEMBL3675282:0.7075471698113207; CHEMBL3675283:0.6634615384615384; CHEMBL3675302:0.8058252427184466; CHEMBL3675303:0.8969072164948454; CHEMBL3675304:0.7247706422018348; CHEMBL3675307:0.6428571428571429
CHEMBL3675306,CHEMBL3675283:0.7; CHEMBL3675300:0.8913043478260869; CHEMBL3675302:0.6052631578947368; CHEMBL3675304:0.6818181818181818; CHEMBL3675305:0.7916666666666666
CHEMBL3675309,CHEMBL3675282:0.6160714285714286; CHEMBL3675286:0.7184466019417476; CHEMBL3675295:0.6106194690265486; CHEMBL3675299:0.6422018348623854; CHEMBL3675311:0.7129629629629629
CHEMBL3675313,CHEMBL3675287:0.6285714285714286; CHEMBL3675314:0.7115384615384616; CHEMBL3675315:0.7115384615384616; CHEMBL3675316:0.6981132075471698; CHEMBL3640812:0.6470588235294118
CHEMBL3693992,CHEMBL3675291:0.6; CHEMBL3693989:0.6893203883495146; CHEMBL3693995:0.6126126126126126; CHEMBL3694004:0.77; CHEMBL3694008:0.6194690265486725; CHEMBL3640808:0.6788990825688074; CHEMBL3640813:0.6574074074074074
CHEMBL3693994,CHEMBL3675294:0.6; CHEMBL3693995:0.6862745098039216; CHEMBL3694003:0.7422680412371134; CHEMBL3694009:0.6074766355140186
CHEMBL3640806,CHEMBL3693990:0.6116504854368932; CHEMBL3693991:0.6372549019607843; CHEMBL3640807:0.7849462365591398; CHEMBL3693993:0.7340425531914894
CHEMBL3640815,CHEMBL3675315:0.6017699115044248; CHEMBL3640809:0.696078431372549; CHEMBL3640813:0.7281553398058253; CHEMBL3640817:0.8181818181818182; CHEMBL3640818:0.7211538461538461
CHEMBL3665316,CHEMBL3665315:0.7065217391304348; CHEMBL3665319:0.7078651685393258; CHEMBL3665343:0.6947368421052632
CHEMBL3665320,CHEMBL3665314:0.6666666666666666; CHEMBL3665346:0.6057692307692307; CHEMBL3665348:0.7070707070707071
CHEMBL3665336,CHEMBL1289396:0.6956521739130435; CHEMBL1289395:0.6185567010309279; CHEMBL1290381:0.6947368421052632; CHEMBL1290265:0.6875; CHEMBL1290264:0.8333333333333334; CHEMBL3675281:0.65; CHEMBL3665321:0.6702127659574468; CHEMBL3665322:0.6702127659574468; CHEMBL3665325:0.6161616161616161; CHEMBL3665328:0.6736842105263158; CHEMBL3665337:0.8089887640449438; CHEMBL3665338:0.7802197802197802; CHEMBL3665349:0.6526315789473685; CHEMBL3665350:0.7032967032967034; CHEMBL3665375:0.6836734693877551; CHEMBL3665376:0.7142857142857143; CHEMBL3673556:0.6060606060606061
CHEMBL3665340,CHEMBL3665318:0.6813186813186813; CHEMBL3665330:0.6262626262626263; CHEMBL3665332:0.717391304347826; CHEMBL3665333:0.6847826086956522; CHEMBL3665334:0.7777777777777778; CHEMBL3665335:0.6; CHEMBL3665339:0.6923076923076923; CHEMBL3665341:0.64
CHEMBL3665345,CHEMBL3665328:0.61; CHEMBL3665349:0.6060606060606061; CHEMBL3665408:0.68
CHEMBL3665354,CHEMBL3665310:0.6082474226804123; CHEMBL3665347:0.6666666666666666; CHEMBL3665363:0.7613636363636364
CHEMBL3665355,CHEMBL3665312:0.6442307692307693; CHEMBL3665346:0.8064516129032258; CHEMBL3665349:0.6701030927835051; CHEMBL3639642:0.67; CHEMBL3665356:0.696969696969697; CHEMBL3665357:0.6372549019607843; CHEMBL3665360:0.7070707070707071; CHEMBL3665361:0.7244897959183674; CHEMBL3665362:0.6565656565656566; CHEMBL3665368:0.71; CHEMBL3665390:0.6310679611650486; CHEMBL3665404:0.7263157894736842; CHEMBL3665406:0.6504854368932039
CHEMBL3665357,CHEMBL3665312:0.6346153846153846; CHEMBL3665346:0.7040816326530612; CHEMBL3665349:0.6770833333333334; CHEMBL3639642:0.6435643564356436; CHEMBL3665355:0.6372549019607843; CHEMBL3665356:0.7040816326530612; CHEMBL3665360:0.8064516129032258; CHEMBL3665361:0.6310679611650486; CHEMBL3665362:0.7340425531914894; CHEMBL3665371:0.7070707070707071; CHEMBL3665388:0.6213592233009708; CHEMBL3665404:0.6632653061224489; CHEMBL3665406:0.7070707070707071
CHEMBL3665366,CHEMBL3675282:0.6306306306306306; CHEMBL3675307:0.6140350877192983; CHEMBL3665323:0.6509433962264151; CHEMBL3665326:0.6036036036036037; CHEMBL3665329:0.6481481481481481; CHEMBL3665346:0.6355140186915887; CHEMBL3665353:0.7281553398058253; CHEMBL3665375:0.77; CHEMBL3665377:0.7264150943396226; CHEMBL3665378:0.7549019607843137
CHEMBL3665389,CHEMBL3665360:0.6285714285714286; CHEMBL3665382:0.6666666666666666; CHEMBL3665386:0.6831683168316832; CHEMBL3665388:0.8085106382978723; CHEMBL3665390:0.7171717171717171; CHEMBL3665400:0.7156862745098039; CHEMBL3665413:0.7216494845360825; CHEMBL3665414:0.6868686868686869; CHEMBL3665415:0.6699029126213593; CHEMBL3651079:0.6285714285714286; CHEMBL3651080:0.6346153846153846
CHEMBL3665399,CHEMBL3665333:0.6041666666666666; CHEMBL3665394:0.7444444444444445; CHEMBL3651070:0.6210526315789474; CHEMBL3651074:0.8292682926829268
CHEMBL3665405,CHEMBL3665411:0.7021276595744681
CHEMBL3651068,CHEMBL3665386:0.7872340425531915; CHEMBL3665390:0.6310679611650486; CHEMBL3665396:0.8387096774193549; CHEMBL3665416:0.6153846153846154; CHEMBL3665418:0.6018518518518519; CHEMBL3651066:0.6804123711340206; CHEMBL3651071:0.6732673267326733; CHEMBL3651078:0.6831683168316832; CHEMBL3651079:0.6568627450980392; CHEMBL3651080:0.7142857142857143
CHEMBL3651074,CHEMBL3665394:0.6105263157894737; CHEMBL3665399:0.8292682926829268; CHEMBL3651069:0.6666666666666666; CHEMBL3651070:0.7441860465116279; CHEMBL3651072:0.7159090909090909
CHEMBL3651079,CHEMBL3665389:0.6285714285714286; CHEMBL3665397:0.8404255319148937; CHEMBL3665400:0.6730769230769231; CHEMBL3665417:0.625; CHEMBL3651066:0.673469387755102; CHEMBL3651068:0.6568627450980392; CHEMBL3651071:0.6504854368932039; CHEMBL3651080:0.7070707070707071
CHEMBL3673559,CHEMBL3675276:0.6132075471698113; CHEMBL3673558:0.7157894736842105
CHEMBL3673562,CHEMBL3673561:0.6868686868686869; CHEMBL3673564:0.72
CHEMBL249789,CHEMBL250687:0.6285714285714286; CHEMBL249790:0.7476635514018691; CHEMBL398435:0.6140350877192983; CHEMBL249584:0.7857142857142857; CHEMBL535189:0.6226415094339622
CHEMBL498423,CHEMBL450832:0.6133333333333333
CHEMBL498225,CHEMBL498224:0.6708860759493671
CHEMBL524284,CHEMBL524064:0.7066666666666667; CHEMBL271673:0.6103896103896104; CHEMBL522053:0.7272727272727273
CHEMBL498038,CHEMBL496012:0.6266666666666667; CHEMBL256057:0.6438356164383562; CHEMBL499580:0.6823529411764706; CHEMBL496022:0.6052631578947368; CHEMBL496030:0.631578947368421
CHEMBL1440,CHEMBL404520:0.6373626373626373
CHEMBL564981,CHEMBL552971:0.6126126126126126; CHEMBL560009:0.9204545454545454; CHEMBL564150:0.9885057471264368; CHEMBL556330:0.6016949152542372; CHEMBL539732:0.6173913043478261; CHEMBL563041:0.8222222222222222; CHEMBL549724:0.8764044943820225; CHEMBL560748:0.6181818181818182; CHEMBL541745:0.6293103448275862; CHEMBL564552:0.9655172413793104; CHEMBL559340:0.6238532110091743; CHEMBL557062:0.6428571428571429; CHEMBL549308:0.7252747252747253; CHEMBL590194:0.6126126126126126; CHEMBL589930:0.6017699115044248; CHEMBL590140:0.625; CHEMBL603147:0.6181818181818182; CHEMBL590746:0.6071428571428571; CHEMBL590990:0.6052631578947368; CHEMBL590208:0.6120689655172413; CHEMBL590798:0.6017699115044248; CHEMBL597150:0.6126126126126126; CHEMBL591839:0.6017699115044248; CHEMBL590328:0.6017699115044248; CHEMBL597772:0.6216216216216216; CHEMBL598160:0.6355140186915887; CHEMBL596961:0.6296296296296297; CHEMBL590771:0.6017699115044248; CHEMBL591367:0.6396396396396397; CHEMBL590856:0.6071428571428571; CHEMBL599397:0.6071428571428571; CHEMBL590262:0.6160714285714286; CHEMBL598161:0.6296296296296297; CHEMBL596750:0.6538461538461539; CHEMBL589719:0.6486486486486487; CHEMBL589737:0.6071428571428571; CHEMBL598387:0.6330275229357798; CHEMBL603146:0.6181818181818182; CHEMBL591619:0.6454545454545455; CHEMBL599399:0.7244897959183674; CHEMBL596732:0.7628865979381443; CHEMBL602294:0.6238532110091743; CHEMBL591593:0.6513761467889908; CHEMBL599005:0.6893203883495146; CHEMBL598376:0.68; CHEMBL599825:0.6190476190476191; CHEMBL599400:0.7659574468085106; CHEMBL598588:0.75; CHEMBL598375:0.6407766990291263; CHEMBL599197:0.6666666666666666; CHEMBL598374:0.6534653465346535; CHEMBL596733:0.7395833333333334; CHEMBL591691:0.6574074074074074; CHEMBL598612:0.7010309278350515; CHEMBL597563:0.6938775510204082; CHEMBL599605:0.7777777777777778; CHEMBL598816:0.6947368421052632; CHEMBL605968:0.7934782608695652
